Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
3657,18,49,33,100,66,Average learners
3658,18,19,28,65,43,slow leaners
3659,45,23,12,80,53,Average learners
3660,27,34,26,87,58,Average learners
3661,30,34,45,109,72,fast learners
3662,49,48,35,132,88,fast learners
3663,14,24,41,79,52,Average learners
3664,39,43,20,102,68,Average learners
3665,48,35,30,113,75,fast learners
3666,19,35,42,96,64,Average learners
3667,41,31,25,97,64,Average learners
3668,28,43,16,87,58,Average learners
3669,26,18,22,66,44,slow leaners
3670,27,40,31,98,65,Average learners
3671,28,16,37,81,54,Average learners
3672,43,45,34,122,81,fast learners
3673,46,42,29,117,78,fast learners
3674,17,25,39,81,54,Average learners
3675,42,20,45,107,71,fast learners
3676,39,20,32,91,60,Average learners
3677,14,45,34,93,62,Average learners
3678,33,22,29,84,56,Average learners
3679,27,21,15,63,42,slow leaners
3680,42,45,23,110,73,fast learners
3681,12,16,27,55,36,slow leaners
3682,41,32,15,88,58,Average learners
3683,10,44,26,80,53,Average learners
3684,40,18,33,91,60,Average learners
3685,40,40,12,92,61,Average learners
3686,35,12,46,93,62,Average learners
3687,28,17,43,88,58,Average learners
3688,36,48,40,124,82,fast learners
3689,21,16,13,50,33,slow leaners
3690,27,20,22,69,46,slow leaners
3691,15,31,28,74,49,slow leaners
3692,49,24,19,92,61,Average learners
3693,22,37,17,76,50,Average learners
3694,47,24,33,104,69,Average learners
3695,31,11,36,78,52,Average learners
3696,19,22,22,63,42,slow leaners
3697,39,39,36,114,76,fast learners
3698,38,30,38,106,70,fast learners
3699,22,21,25,68,45,slow leaners
3700,27,13,44,84,56,Average learners
3701,40,30,18,88,58,Average learners
3702,30,14,18,62,41,slow leaners
3703,37,47,31,115,76,fast learners
3704,13,48,46,107,71,fast learners
3705,40,19,39,98,65,Average learners
3706,32,42,13,87,58,Average learners
3707,47,36,27,110,73,fast learners
3708,25,40,22,87,58,Average learners
3709,36,24,20,80,53,Average learners
3710,19,34,31,84,56,Average learners
3711,29,26,29,84,56,Average learners
3712,47,34,34,115,76,fast learners
3713,27,48,35,110,73,fast learners
3714,17,47,31,95,63,Average learners
3715,21,29,29,79,52,Average learners
3716,11,26,36,73,48,slow leaners
3717,12,17,17,46,30,slow leaners
3718,44,15,43,102,68,Average learners
3719,15,24,24,63,42,slow leaners
3720,13,49,45,107,71,fast learners
3721,40,10,25,75,50,Average learners
3722,15,36,33,84,56,Average learners
3723,40,19,10,69,46,slow leaners
3724,31,13,12,56,37,slow leaners
3725,32,36,12,80,53,Average learners
3726,30,25,13,68,45,slow leaners
3727,28,37,25,90,60,Average learners
3728,28,48,41,117,78,fast learners
3729,15,33,19,67,44,slow leaners
3730,19,30,36,85,56,Average learners
3731,18,46,14,78,52,Average learners
3732,12,41,16,69,46,slow leaners
3733,25,38,19,82,54,Average learners
3734,43,44,47,134,89,fast learners
3735,29,41,21,91,60,Average learners
3736,14,34,10,58,38,slow leaners
3737,18,38,33,89,59,Average learners
3738,10,17,14,41,27,slow leaners
3739,46,41,35,122,81,fast learners
3740,31,46,49,126,84,fast learners
3741,41,48,36,125,83,fast learners
3742,21,21,38,80,53,Average learners
3743,34,30,17,81,54,Average learners
3744,46,31,20,97,64,Average learners
3745,10,47,45,102,68,Average learners
3746,32,45,31,108,72,fast learners
3747,13,32,16,61,40,slow leaners
3748,27,48,12,87,58,Average learners
3749,48,44,47,139,92,fast learners
3750,48,35,15,98,65,Average learners
3751,37,10,22,69,46,slow leaners
3752,35,39,22,96,64,Average learners
3753,21,42,48,111,74,fast learners
3754,43,28,25,96,64,Average learners
3755,14,22,34,70,46,slow leaners
3756,39,17,25,81,54,Average learners
3757,25,34,28,87,58,Average learners
3758,47,22,37,106,70,fast learners
3759,21,18,28,67,44,slow leaners
3760,39,22,15,76,50,Average learners
3761,22,48,45,115,76,fast learners
3762,17,43,25,85,56,Average learners
3763,28,15,17,60,40,slow leaners
3764,30,34,36,100,66,Average learners
3765,16,47,39,102,68,Average learners
3766,49,16,34,99,66,Average learners
3767,46,35,37,118,78,fast learners
3768,32,24,15,71,47,slow leaners
3769,31,15,40,86,57,Average learners
3770,11,29,15,55,36,slow leaners
3771,16,30,34,80,53,Average learners
3772,18,24,25,67,44,slow leaners
3773,41,23,36,100,66,Average learners
3774,11,11,32,54,36,slow leaners
3775,26,16,19,61,40,slow leaners
3776,48,28,36,112,74,fast learners
3777,43,25,17,85,56,Average learners
3778,39,24,24,87,58,Average learners
3779,21,34,38,93,62,Average learners
3780,48,33,14,95,63,Average learners
3781,45,18,46,109,72,fast learners
3782,27,13,49,89,59,Average learners
3783,15,34,48,97,64,Average learners
3784,45,21,41,107,71,fast learners
3785,43,25,42,110,73,fast learners
3786,32,36,16,84,56,Average learners
3787,15,45,32,92,61,Average learners
3788,45,10,38,93,62,Average learners
3789,42,42,20,104,69,Average learners
3790,30,10,46,86,57,Average learners
3791,49,28,44,121,80,fast learners
3792,42,46,21,109,72,fast learners
3793,31,27,30,88,58,Average learners
3794,34,25,34,93,62,Average learners
3795,30,36,44,110,73,fast learners
3796,21,44,37,102,68,Average learners
3797,18,29,28,75,50,Average learners
3798,18,26,23,67,44,slow leaners
3799,27,26,45,98,65,Average learners
3800,12,32,22,66,44,slow leaners
3801,30,13,47,90,60,Average learners
3802,10,29,22,61,40,slow leaners
3803,30,21,37,88,58,Average learners
3804,20,24,35,79,52,Average learners
3805,27,43,48,118,78,fast learners
3806,17,42,29,88,58,Average learners
3807,22,46,33,101,67,Average learners
3808,35,28,36,99,66,Average learners
3809,33,47,13,93,62,Average learners
3810,33,18,32,83,55,Average learners
3811,12,48,24,84,56,Average learners
3812,11,28,31,70,46,slow leaners
3813,20,33,16,69,46,slow leaners
3814,24,27,32,83,55,Average learners
3815,12,11,37,60,40,slow leaners
3816,28,45,48,121,80,fast learners
3817,13,12,20,45,30,slow leaners
3818,11,24,10,45,30,slow leaners
3819,45,14,33,92,61,Average learners
3820,19,19,35,73,48,slow leaners
3821,34,21,25,80,53,Average learners
3822,22,37,43,102,68,Average learners
3823,42,22,42,106,70,fast learners
3824,31,34,44,109,72,fast learners
3825,14,44,45,103,68,Average learners
3826,45,33,21,99,66,Average learners
3827,27,44,20,91,60,Average learners
3828,16,47,45,108,72,fast learners
3829,16,28,23,67,44,slow leaners
3830,26,35,18,79,52,Average learners
3831,26,16,33,75,50,Average learners
3832,48,41,42,131,87,fast learners
3833,12,32,17,61,40,slow leaners
3834,29,40,34,103,68,Average learners
3835,45,39,37,121,80,fast learners
3836,49,36,28,113,75,fast learners
3837,21,20,30,71,47,slow leaners
3838,14,40,12,66,44,slow leaners
3839,28,10,33,71,47,slow leaners
3840,28,23,33,84,56,Average learners
3841,24,41,14,79,52,Average learners
3842,42,12,45,99,66,Average learners
3843,20,41,25,86,57,Average learners
3844,47,18,21,86,57,Average learners
3845,46,22,33,101,67,Average learners
3846,39,34,28,101,67,Average learners
3847,38,28,42,108,72,fast learners
3848,40,48,10,98,65,Average learners
3849,34,33,49,116,77,fast learners
3850,13,28,15,56,37,slow leaners
3851,37,30,19,86,57,Average learners
3852,37,39,23,99,66,Average learners
3853,22,36,33,91,60,Average learners
3854,21,25,17,63,42,slow leaners
3855,38,21,43,102,68,Average learners
3856,20,35,46,101,67,Average learners
3857,19,15,31,65,43,slow leaners
3858,12,41,33,86,57,Average learners
3859,22,34,23,79,52,Average learners
3860,12,43,12,67,44,slow leaners
3861,31,46,25,102,68,Average learners
3862,34,34,43,111,74,fast learners
3863,29,29,41,99,66,Average learners
3864,33,15,13,61,40,slow leaners
3865,21,32,37,90,60,Average learners
3866,21,44,20,85,56,Average learners
3867,17,45,32,94,62,Average learners
3868,15,37,37,89,59,Average learners
3869,25,30,28,83,55,Average learners
3870,13,13,41,67,44,slow leaners
3871,31,18,46,95,63,Average learners
3872,29,39,34,102,68,Average learners
3873,13,35,14,62,41,slow leaners
3874,16,48,43,107,71,fast learners
3875,29,36,21,86,57,Average learners
3876,23,37,11,71,47,slow leaners
3877,24,15,39,78,52,Average learners
3878,12,44,37,93,62,Average learners
3879,27,28,27,82,54,Average learners
3880,22,28,34,84,56,Average learners
3881,17,32,16,65,43,slow leaners
3882,45,35,25,105,70,fast learners
3883,40,40,12,92,61,Average learners
3884,30,31,28,89,59,Average learners
3885,49,23,16,88,58,Average learners
3886,15,36,14,65,43,slow leaners
3887,13,30,25,68,45,slow leaners
3888,12,25,27,64,42,slow leaners
3889,22,48,14,84,56,Average learners
3890,34,48,43,125,83,fast learners
3891,18,19,10,47,31,slow leaners
3892,37,38,25,100,66,Average learners
3893,45,10,47,102,68,Average learners
3894,21,22,22,65,43,slow leaners
3895,43,43,44,130,86,fast learners
3896,21,46,39,106,70,fast learners
3897,16,10,14,40,26,slow leaners
3898,49,38,11,98,65,Average learners
3899,49,48,24,121,80,fast learners
3900,10,29,43,82,54,Average learners
3901,35,10,35,80,53,Average learners
3902,15,19,37,71,47,slow leaners
3903,34,28,31,93,62,Average learners
3904,48,22,21,91,60,Average learners
3905,22,38,29,89,59,Average learners
3906,36,26,44,106,70,fast learners
3907,11,45,43,99,66,Average learners
3908,18,15,27,60,40,slow leaners
3909,14,20,11,45,30,slow leaners
3910,23,37,37,97,64,Average learners
3911,34,21,23,78,52,Average learners
3912,33,42,42,117,78,fast learners
3913,31,48,11,90,60,Average learners
3914,45,20,21,86,57,Average learners
3915,39,27,46,112,74,fast learners
3916,12,42,17,71,47,slow leaners
3917,15,44,20,79,52,Average learners
3918,26,13,11,50,33,slow leaners
3919,34,18,15,67,44,slow leaners
3920,47,46,44,137,91,fast learners
3921,44,40,46,130,86,fast learners
3922,44,28,18,90,60,Average learners
3923,49,18,47,114,76,fast learners
3924,42,24,30,96,64,Average learners
3925,16,29,40,85,56,Average learners
3926,43,16,28,87,58,Average learners
3927,14,30,34,78,52,Average learners
3928,18,26,43,87,58,Average learners
3929,21,37,23,81,54,Average learners
3930,14,12,27,53,35,slow leaners
3931,26,17,46,89,59,Average learners
3932,22,49,35,106,70,fast learners
3933,31,49,40,120,80,fast learners
3934,16,36,25,77,51,Average learners
3935,24,47,10,81,54,Average learners
3936,28,37,30,95,63,Average learners
3937,10,24,30,64,42,slow leaners
3938,41,31,27,99,66,Average learners
3939,38,42,19,99,66,Average learners
3940,31,49,30,110,73,fast learners
3941,36,35,23,94,62,Average learners
3942,40,21,29,90,60,Average learners
3943,19,36,22,77,51,Average learners
3944,29,48,20,97,64,Average learners
3945,33,24,37,94,62,Average learners
3946,28,30,31,89,59,Average learners
3947,15,33,36,84,56,Average learners
3948,38,46,24,108,72,fast learners
3949,10,13,18,41,27,slow leaners
3950,47,44,25,116,77,fast learners
3951,24,40,14,78,52,Average learners
3952,40,38,35,113,75,fast learners
3953,48,36,26,110,73,fast learners
3954,46,12,19,77,51,Average learners
3955,46,31,40,117,78,fast learners
3956,20,11,24,55,36,slow leaners
3957,25,31,28,84,56,Average learners
3958,42,10,23,75,50,Average learners
3959,33,24,34,91,60,Average learners
3960,17,10,30,57,38,slow leaners
3961,16,35,21,72,48,slow leaners
3962,40,11,25,76,50,Average learners
3963,45,48,24,117,78,fast learners
3964,31,37,35,103,68,Average learners
3965,25,47,17,89,59,Average learners
3966,13,29,20,62,41,slow leaners
3967,18,39,27,84,56,Average learners
3968,30,13,46,89,59,Average learners
3969,29,49,18,96,64,Average learners
3970,45,16,27,88,58,Average learners
3971,10,33,47,90,60,Average learners
3972,36,25,14,75,50,Average learners
3973,29,19,25,73,48,slow leaners
3974,31,29,29,89,59,Average learners
3975,39,14,43,96,64,Average learners
3976,13,13,16,42,28,slow leaners
3977,26,39,42,107,71,fast learners
3978,40,38,15,93,62,Average learners
3979,24,41,44,109,72,fast learners
3980,26,46,18,90,60,Average learners
3981,14,38,41,93,62,Average learners
3982,35,26,35,96,64,Average learners
3983,21,33,45,99,66,Average learners
3984,20,33,48,101,67,Average learners
3985,21,19,39,79,52,Average learners
3986,34,16,10,60,40,slow leaners
3987,48,12,46,106,70,fast learners
3988,45,11,47,103,68,Average learners
3989,48,46,14,108,72,fast learners
3990,46,42,30,118,78,fast learners
3991,35,32,27,94,62,Average learners
3992,24,49,23,96,64,Average learners
3993,46,26,26,98,65,Average learners
3994,23,37,44,104,69,Average learners
3995,41,37,35,113,75,fast learners
3996,44,28,41,113,75,fast learners
3997,17,11,47,75,50,Average learners
3998,47,36,10,93,62,Average learners
3999,39,40,27,106,70,fast learners
4000,47,30,10,87,58,Average learners
4001,12,25,49,86,57,Average learners
4002,15,19,30,64,42,slow leaners
4003,46,22,36,104,69,Average learners
4004,38,22,45,105,70,fast learners
4005,39,49,27,115,76,fast learners
4006,48,27,40,115,76,fast learners
4007,14,46,26,86,57,Average learners
4008,38,30,10,78,52,Average learners
4009,28,16,25,69,46,slow leaners
4010,20,36,44,100,66,Average learners
4011,11,21,23,55,36,slow leaners
4012,36,37,25,98,65,Average learners
4013,20,23,41,84,56,Average learners
4014,11,43,45,99,66,Average learners
4015,45,43,22,110,73,fast learners
4016,20,35,41,96,64,Average learners
4017,29,12,28,69,46,slow leaners
4018,42,24,27,93,62,Average learners
4019,48,48,49,145,96,fast learners
4020,10,36,41,87,58,Average learners
4021,38,10,12,60,40,slow leaners
4022,24,43,48,115,76,fast learners
4023,33,31,16,80,53,Average learners
4024,44,24,10,78,52,Average learners
4025,28,27,43,98,65,Average learners
4026,42,28,41,111,74,fast learners
4027,11,31,24,66,44,slow leaners
4028,41,39,16,96,64,Average learners
4029,44,30,16,90,60,Average learners
4030,40,10,17,67,44,slow leaners
4031,29,48,43,120,80,fast learners
4032,24,25,25,74,49,slow leaners
4033,42,27,18,87,58,Average learners
4034,29,21,22,72,48,slow leaners
4035,43,12,35,90,60,Average learners
4036,38,30,18,86,57,Average learners
4037,18,45,34,97,64,Average learners
4038,24,43,48,115,76,fast learners
4039,12,12,10,34,22,slow leaners
4040,35,21,10,66,44,slow leaners
4041,42,40,35,117,78,fast learners
4042,27,43,34,104,69,Average learners
4043,47,27,46,120,80,fast learners
4044,37,11,19,67,44,slow leaners
4045,31,26,20,77,51,Average learners
4046,13,31,25,69,46,slow leaners
4047,37,33,33,103,68,Average learners
4048,37,35,45,117,78,fast learners
4049,32,12,29,73,48,slow leaners
4050,23,41,35,99,66,Average learners
4051,34,38,13,85,56,Average learners
4052,35,21,25,81,54,Average learners
4053,38,31,19,88,58,Average learners
4054,24,46,25,95,63,Average learners
4055,28,15,31,74,49,slow leaners
4056,22,36,41,99,66,Average learners
4057,46,44,41,131,87,fast learners
4058,26,17,17,60,40,slow leaners
4059,31,11,35,77,51,Average learners
4060,14,11,14,39,26,slow leaners
4061,16,49,38,103,68,Average learners
4062,37,33,24,94,62,Average learners
4063,30,12,31,73,48,slow leaners
4064,21,32,12,65,43,slow leaners
4065,16,17,19,52,34,slow leaners
4066,14,37,31,82,54,Average learners
4067,22,14,33,69,46,slow leaners
4068,11,46,33,90,60,Average learners
4069,29,35,15,79,52,Average learners
4070,42,43,15,100,66,Average learners
4071,44,49,17,110,73,fast learners
4072,40,14,41,95,63,Average learners
4073,33,38,28,99,66,Average learners
4074,31,32,14,77,51,Average learners
4075,32,22,41,95,63,Average learners
4076,22,46,32,100,66,Average learners
4077,33,39,21,93,62,Average learners
4078,13,35,28,76,50,Average learners
4079,18,17,28,63,42,slow leaners
4080,10,46,28,84,56,Average learners
4081,38,16,35,89,59,Average learners
4082,11,18,27,56,37,slow leaners
4083,35,17,30,82,54,Average learners
4084,35,40,23,98,65,Average learners
4085,22,15,14,51,34,slow leaners
4086,26,17,12,55,36,slow leaners
4087,27,26,33,86,57,Average learners
4088,32,28,15,75,50,Average learners
4089,22,36,29,87,58,Average learners
4090,49,11,42,102,68,Average learners
4091,25,34,24,83,55,Average learners
4092,35,39,38,112,74,fast learners
4093,35,26,10,71,47,slow leaners
4094,11,40,17,68,45,slow leaners
4095,48,39,15,102,68,Average learners
4096,43,14,31,88,58,Average learners
4097,25,23,27,75,50,Average learners
4098,38,47,19,104,69,Average learners
4099,24,32,49,105,70,fast learners
4100,42,30,44,116,77,fast learners
4101,45,28,37,110,73,fast learners
4102,17,17,22,56,37,slow leaners
4103,48,14,15,77,51,Average learners
4104,17,23,37,77,51,Average learners
4105,29,31,48,108,72,fast learners
4106,22,18,10,50,33,slow leaners
4107,37,16,41,94,62,Average learners
4108,43,44,18,105,70,fast learners
4109,44,12,29,85,56,Average learners
4110,27,35,10,72,48,slow leaners
4111,18,17,32,67,44,slow leaners
4112,34,46,26,106,70,fast learners
4113,15,13,27,55,36,slow leaners
4114,47,39,49,135,90,fast learners
4115,28,10,48,86,57,Average learners
4116,41,44,23,108,72,fast learners
4117,36,44,38,118,78,fast learners
4118,22,20,23,65,43,slow leaners
